0,1,2
7315.0900,Drawer (Glass),7322.26
7315.1000,Bead Maker (Glass),7322.28
7315.1100,Optical Worker,7322.29
7315.1200,Lens Grinder,7322.30
7315.1300,Edger (Optical glass),7322.32
7315.1400,Lens Polisher (Optical),7322.34
7315.1500,Lens Centerer and Edger (Optical Glass),7322.35
,7315.1600  Wheel Grinder (Glass),7322.38
7315.1700,Edge Finisher (Glass),7322.40
7315.1800,"Cutter, Glass Bangles",7322.45
7315.1900,Cooling Man (Glass),7322.50
7315.2000,"Glass Cutter, Other",7322.55
7315.2100,"Joiner, Glass Bangles",7322.60
7315.2200,"Crusher Attendant, Stone",7329.10
7315.2300,Grinder (Stone and Clay),7329.15
7315.2400,"Sorter, Glass Products",7329.30
7315.9900,"Glass Makers, Cutters, Grinders and",7322.90
,"Finishers, Other",
,,NCO 2015
Family,7316,"Signwriter, Decorative Painters, Engravers"
,,and Etchers
,7316.0100,"Engraver, Glass"
,7316.0200,Glass Etcher
,7316.0300,Sand Blaster (Glass)
,7316.0400,Volume Man/Calibrating Technician
,7316.0500  Waxing Man (Glass)/Helper,
,,"Calibrator/Decorator, Glass"
,7316.0600,Glass Enameller
,7316.0700,Hand Painter (Ceramics)
,7316.0800,Decorator (Ceramics)
,7316.0900,"Spray Painter, (Ceramics)"
,7316.1000,"Glazer, Pottery and Porcelain"
,7316.1100  Mirror Silverer,
,7316.1200,"Signwriter, Decorative Painters, Engravers"
,,"and Etchers, Other"
Family,7317,"Handicraft Workers in Wood, Basketry and"
,,Related Materials
,7317.0100,Lamp Shade Maker
,7317.0300,"Furniture Maker, Bamboo"
,7317.0400,"Furniture Maker, Reed"
,7317.0500,"Furniture Maker, Cane"
,7317.0600,Caner
,7317.0700,Basket Maker
,,NCO 2015
,"7317.0800  Mat Weaver, Bamboo",
,"7317.0900  Mat Weaver, Grass and Leave",
,7317.1000,Broom Maker
,7317.1100,Chick Maker
,7317.1200,Khas Thatti Maker
,7317.1300,Brush Material Preparer
,7317.1400,"Brush Maker, Hand"
,7317.9900,"Basketry Weavers, Brush Makers and"
,,"Related Workers, Other"
Family,7318,"Handicraft Workers in Textiles, Leather"
,,and Related Materials
,7318.0100,Candle Maker
,7318.0200,Candle Moulder
,7318.0300,Carpet Weaver (Carpet & Rug)
,7318.0400,"Knitting Machine Operator, Automatic"
,7318.0500,"Hand Printer, Textile/Hand Block Printer"
,7318.0600,Hand Dyer
,7318.0800,"Repairer, Fabrics/Fabric Mender"
,7318.0900,"Bale Breaker Tenter, Cotton/Blow Room"
,,Operator
,7318.1000,"Batching Worker, Wool"
,7318.1100  Wool Sorter,
,7318.1200,"Selector, Jute"
,NCO 2015,
7318.1300,"Grader, Coir",7431.18
,7318.1500  Waste Machine Man (Cotton Textile)/Waste,7431.22
,Collection Machine Operator,
7318.1800,"Scouring Man, Wool/Wool Washing and",7431.28
,Scouring Operator,
7318.1900,Cooker (Silkworm),7431.30
7318.2000,"Softener Feeder and Receiver, Jute",7431.32
7318.2100,"Root Cutter, Jute",7431.34
7318.2200,Teaser (Feeder and Receiver) Jute,7431.40
7318.2300,"Fibre Preparer, Coir",7431.42
7318.2700,"Cardtenter, Cotton/Carding Tenter",7431.50
7318.2800,"Set Framer, Silk",7431.52
7318.2900,Sliver Lap Man/Combing Preparatory,7431.54
,Operator,
7318.3400,Comb Minder/Combing Preparatory,7431.66
,Operator,
7318.3500,Gill Box Man,7431.68
7318.3600,"Spreader Feeder, Jute",7431.70
7318.3700,"Spreader, Receiver, Jute",7431.71
7318.3800,"Breaker Feeder, Jute",7431.72
7318.4000,"Finisher Feeder, Jute",7431.75
7318.4200,Hand Spinner (Cotton and Woollen Textile),7432.20
7318.4300,Piecer,7432.22
7318.4500,"Spinner, Jute",7432.26
,,NCO 2015
,7318.4600,"Spinner, Coir"
,7318.4700,Twister
,7318.4800,"Doffer, Spinning/Ring Spinning Doffer"
,7318.4900,"Knotter, Silk"
,7318.5000,Beam Gaiter
,7318.5100,"Lacer, Hand"
,7318.5200,Lattice Pegger
,7318.5300,"Reacher, Hand (Textile)"
,7318.5500  Weaver Power Loom,
,"7318.5800  Weaver, Handloom",
,7318.5900,"Carpet Weaver, Hand Knitting"
,7318.6000,"Carpet Clipper, Hand"
,7318.6100,Carpet Embosser
,7318.6200,Carpet Repairer
,7318.6300,Coir Weaver (Matting)
,7318.6400,"Net Maker, Hand"
,7318.6500,"Crochet Worker, Hand"
,7318.6600,"Knitter, Hand"
,7318.6700,"Braid Maker, Hand"
,7318.9900,"Handicraft Workers in Textiles, Leather and"
,,"Related Materials, Others"
Family,7319,Handicrafts Workers Not Elsewhere
,,Classified
,,NCO 2015
Group,732,Printing Trades Workers
Family,7321,Pre-Press Technicians
,7321.0100,"Compositor, Hand"
,7321.0200,Impositor
,7321.0300,Distributor (Letter Press)
,7321.0400,Composing Room Operatives
,7321.0500,Stereo Matrix Moulder
,7321.0600,Stereotype Caster
,7321.0700,Electrotyper
,7321.0800,Lithographic Artist
,7321.0801,Circuit Imaging Operator
,7321.0802,Circuit Imaging Operator – Photo Imaging
,7321.0900,"Retoucher, Lithographic"
,,7321.1000  Mounter/Mounting Machine Operator/CNC
,,Mounting Machine Operator
,7321.1200,"Cameraman, Photomechanical"
,7321.1300  Microstat Cameraman,
,7321.1400,Photostat Camera Operator/Photocopier
,,Operator
,7321.1500,"Transferor, Photomechanical"
,7321.1600,Etcher Photo Engraving
,7321.1700,"Barman, Lino Machine"
,7321.9900,"Pre-Press Technicians, Others"
,,NCO 2015
Family,7322,Printers
,7322.0200,Lino Operator
,7322.0300  Mono Operator,
,7322.0400  Mono Caster,
,7322.0500,Type Caster
,"7322.0600  Maker-Up, Photo Type Setting",
,7322.0700,Photo Type Setting Machine Operator
,7322.0800,Type Dresser
,7322.0900,"Roller Maker, Paper Printing"
,7322.1000,Braille – Duplicating Machine Operator
,,(Printing & Publishing)
,7322.1100,"Stencil Cutter, Silk Screen Printing"
,7322.1200,Silk Screen Printer
,7322.1300,Printing Jobber
,7322.1400,Colour Maker (Textile Product)
,7322.1500,Precision Printing Worker
,7322.1600,Frontman
,7322.1700,"Pressman (Flatbed, Letter Press)"
,"7322.1800  Machineman, Hand Printing",
,"7322.1900  Machineman, Automatic Printing",
,"7322.2000  Machineman, Rotary Printing",
,"7322.2100  Machineman, Offset Printing",
,,NCO 2015
,,"7322.2200  Machineman, Direct Lithographic Printing"
,7322.2300,"Pressman, Roto Gravure"
,7322.9900,"Printers, Others"
Family,7323,Print Finishing and Binding Workers
,7323.0100,Book Binder
,7323.0200  Map and Chart Mounter,
,7323.0300,Book Mender
,7323.0400,Book Binding Worker
,7323.9900,"Book Binders and Related Workers, Other"
Sub-,74,Electrical and Electronics Trades Workers
Division,,
Group,741,Electrical Equipment Installers and
,,Repairers
Family,7411,Building and Related Electricians
,7411.0100,"Electrician, General"
,7411.0101,Access Controls Installation Technician
,7411.0102,CCTV Installation Technician
,7411.0200,Electrician (Mines)
,"7411.0301  Wireman, Light and Power",
,"7411.0500  Meter Sealer, Electrical",
,7411.0600,"Electrician, Stage and Studio"
,7411.9900,"Building and Related Electricians, Other"
Family,7412,Electrical Mechanics and Fitters
,,NCO 2015
,,"7412.0100  Mechanic, Precision Instrument, Electrical"
,7412.0101,Automation Specialist
,7412.0102,In-Circuit Testing Machine Operator
,7412.0103,Automated Optical Inspection Operator
,7412.0104,Bare Board Testing Operator
,7412.0200,Electrical Fitter
,7412.0201,Fitter – Electrical and Electronic Assembly
,7412.0202  Mechanical Fitter,
,7412.0203,Fitter Electrical Assembly
,7412.0300,"Adjuster, Relays"
,7412.0400,Armature Winder
,7412.0500,"Coil Winder, Machine"
,7412.0600,"Electrician, Aircraft"
,7412.0701,"Electrician, Automobile"
,7412.0801  Maintenance Assistant/Helper,
,7412.0901,Potting and Curing Operator
,7412.1001  Mechanical Fitter – Control Panel,
,7412.1002,Site Engineer – Control Panel
,7412.9900,"Electrical Mechanics and Fitters, Other"
Family,7413,Electrical Line Installers and Repairers
,7413.0100,"Lineman, Light and Power"
,7413.9900,"Electrical Line Installers, Repairers and"
National Classification of Occupations – 2015,,
,,NCO 2015
,,"Cable Jointers, Other"
Family,7419,Electrical and Electronic Equipment
,,Mechanics and Fitters and Related
,,Workers Not Elsewhere Classified
,7419.0100,Senior Functioner (Telephone Equipment
,,Manufacturing)
,7419.0200,Junior Functioner (Telephone Equipment
,,Manufacturing)
,7419.0300  Wiring Inspector and Bank Tester,
,,(Telephone Equipment Manufacturing)
,7419.0400,"Inspector, Assembly (Telephone Equipment"
,,Manufacturing)
,7419.0500,Battery Servicing Man
,7419.0600,"Operator, Impregnation Plant (Telephone"
,,Equipment Manufacturing)
,7419.9900,Electrical and Electronic Equipment
,,"Mechanics and Fitters and Related Workers,"
,,Other
Group,742,Electronics and Telecommunication
,,Installers and Repairers
Family,7421,Electronic Mechanics and Servicers
,7421.0100,"Electronics Fitter, General"
,7421.0101,Fitter Electronic Assembly
,7421.0300,Electronic Mechanic
,7421.0401,Field Technician: Air-Conditioner
,7421.0501,Field Technician: Refrigerator
,7421.0601,Field Technician: Washing Machine
,NCO 2015,
,"7421.0701 
Field Technician: Other Home Appliances",
,"7421.0801 
Field Technician: UPS and Inverter",
,"7421.0901 
Field Technician: Digital Camera",
,"7421.1001 
Field Engineer – RACW",
,"7421.1101 
Repair Assistant: Switches",
,"7421.1201 
Auto-Tester Capacitor",
,"7421.1202 
Testing Technician",
,"7421.1301 
TV Repair Technician",
,"7421.1302 
Field Engineer TV",
,"7421.1401 
Solar Panel Installation Technician",
,"7421.1402 
Solar Photo Voltaic System Installation",
,Technician,
,"7421.1403 
PV System Installation Engineer",
,"7421.9900 
Electronic Fitters, Mechanics and Servicers,",7243.90
,Other,
Family,"7422 
Information and Communications",
,Technology Installers and Servicers,
,"7422.0100 
Installation Mechanic",7244.10
,7422.0200  Maintenance Mechanic,7244.20
,"7422.0201 
Fault Management Engineer",
,"7422.0202 
Grass Root Telecom Provider (GRTP)",
,"7422.0203 
Handset Repair Engineer (Level II)",
,"7422.0204 
Infrastructure Engineer",
,NCO 2015,
7422.0400,"Lineman, Telephone and Telegraph",7244.40
7422.0600,"Fault Controller, Telephones",7244.60
7422.0700,Carrier Attendant (Telephone) and,7244.70
,Telegraph,
7422.0800,Cable Jointer,7245.20
7422.0801,Optical Fibre Technician,
7422.0802,Optical Fibre Splicer,
7422.0900,Radar Mechanic,7243.20
7422.1000,X-Ray Mechanic,7243.30
7422.1001,Installation and Service Engineer,
7422.1100,Television Installation Man,7243.40
7422.1200,Cable Television Installer,7243.45
7422.1201,Set-Top Box Installer/Service Technician,
7422.1202,DTH Set-Top Box Installer and Service,
,Technician,
7422.1203,DAS Set-Top Box Installer and Service,
,Technician,
7422.1300,Television Service and Repairman,7243.50
7422.1302,Television Repair Technician,
7422.1400,Radio Technician (Radio Manufacturing),7243.60
7422.1500,Radio Mechanic,7243.70
7422.1600,"Radio Craftsman, Installation",7243.75
7422.1700,"Radio Craftsman, Maintenance",7243.80
,,NCO 2015
,7422.1801,Site Surveyor/R F Site Surveyor
,7422.1901,Assembly Line Operator
,7422.2001,Field Technician: (Computing and
,,Peripherals)
,7422.2002,Installation (Computing and Peripherals)
,7422.2101,Field Technician: (Networking and Storage)
,7422.2201,Test and Repair Technician
,7422.2301,Smartphones Repair Technician
,7422.3001,Tower Technician
,7422.9900,Information and Communications
,,"Technology Installers and Servicers, Other"
Sub-,75,"Food Processing, Woodworking, Garment"
Division,,and Other Craft and Related Trades
,,Workers
Group,751,Food Processing and Related Trade
,,Workers
Family,7511,"Butchers, Fishmongers and Related Food"
,,Preparers
,7511.0100,Butcher
,7511.0200,Slaughterer
,7511.0300,Sausage Maker
,7511.0400,Briner
,7511.0500,Pickler (Meat Product)
,7511.0600,Shactor
,7511.9900,"Butchers, Fishmongers and Related Food"
,,NCO 2015
,,"Preparers, Other"
Family,7512,"Bakers, Pastry Cooks and Confectionery"
,,Makers
,7512.0100,Baker (Baking Products)
,7512.0200  Mixing Machine Attendant,
,7512.0300,Ovenman (Bakery Products)
,7512.0400,Sweet Meat Maker
,7512.0500,Candy Maker
,7512.0600,Panman (Confectionery)
,7512.0700,"Plate Worker, Confectionery"
,7512.0800,Chocolate Maker
,7512.0900,Conche Operator (Sugar & Confectionery)
,7512.1000,Yeast Maker (Beverage)
,7512.9900,"Bakers, Pastry Cooks and Confectionery"
,,"Makers, Other"
Family,7513,Dairy Products Makers
,7513.0100,"Dairy Worker, General"
,7513.0200,Separator Man
,7513.0300,Butter Maker
,7513.0400,Cheese Maker
,7513.0500,Ice-Cream Maker
,7513.9900,"Dairy Products Makers, Others"
Family,7514,"Fruits, Vegetables and Related Preservers"
,,NCO 2015
,7514.0100,Oil Expeller Man
,7514.0200,"Oil Crusher Operator, Animal-Driven"
,7514.0300,"Grinder, Hand (Food Grain)"
,7514.0400,"Pounder, Hand (Food Grain)"
,7514.0500,Parcher (Food Grain)
,,"7514.0600  Washing Machine Attendant, Cleaner (Food"
,,Grain)
,7514.0700,"Cook, General (Food Canning and"
,,Preserving)
,7514.0800,Condiment Maker (Food Canning &
,,Preserving)
,7514.0900,Cannery Worker (Can & Preservation)
,7514.1000,Pickler (Can & Preservation)
,7514.1100,"Preservative Filler, Machine (Can &"
,,Preservation)
,7514.9900,"Fruits, Vegetables and Related Preservers,"
,,Others
Family,7515,Food and Beverage Tasters and Graders
,7515.0100,Tea Taster
,7515.0200,Liquor Taster
,7515.0300,Taster (Food)
,7515.0400,"Grader, Meat"
,7515.9900,"Food and Beverage Tasters and Graders,"
,,Other
Family,7516,Tobacco Preparers and Tobacco Products
National Classification of Occupations – 2015,,
,,NCO 2015
,,Makers
,7516.0100,Tobacco Curer
,7516.0200,Tobacco Grader
,7516.0300,"Blender, Tobacco"
,7516.0400,"Conditioner, Tobacco"
,7516.0500,Cigar or Cheroot Roller
,7516.0600,Cigar or Cheroot Roller Helper
,7516.0700,Bidi Maker
,7516.0800,"Furnace Man, Bidi"
,7516.0900,Bidi Checker
,7516.1000,Snuff Maker
,7516.1100,Chewing Tobacco Maker
,7516.9900,Tobacco Preparers and Tobacco Products
,,"Makers, Other"
Group,752,"Wood Treaters, Cabinet Makers and"
,,Related Trades Workers
Family,7521,Wood Treaters
,7521.0100,"Kiln Operator, Wood"
,7521.0200,"Impregnator, Wood"
,7521.0300  Wood Bender,
,7521.0400  Wood Treater,
,7521.0500,Grader (Wood Working)
,"7521.9900  Wood Treaters, Other",
,,NCO 2015
Family,7522,Cabinet Makers and Related Workers
,7522.0100,"Furniture Maker, Wood"
,7522.0200,Cabinet Maker
,7522.0600,"Body Builder, Automobile"
,7522.0700,"Coach Builder, Railway"
,7522.0800,"Body Builder, Other Vehicles"
,7522.0900  Wood Marker,
,7522.1000,"Pattern Marker, Wood"
,7522.1100,Cooper
,"7522.1200  Wood Carver, Hand",
,7522.1300,"Inlayer, Wood"
,7522.1400,"Toy Maker, Wood"
,7522.1500,"Pith Worker, Wood"
,7522.1600,Picture Frame Maker
,7522.1800,"Sports Goods Maker, Wood"
,7522.1900  Wood Lacquerer,
,7522.2000  Wood Polisher,
,7522.2100,Paper Board Maker
,7522.9900,"Cabinet Makers and Related Workers, Other"
Family,7523,Wood Working Machine Tool Setters and
,,Operators
,"7523.0100  Wood Machinist, General",
,,NCO 2015
,"7523.0200  Wood Turner, Machine",
,"7523.0300  Wood, Turner Hand",
,7523.0400,Shaper Wood
,7523.0500,"Router, Wood"
,7523.0600,"Planer, Wood"
,7523.0700,Four Cutter
,"7523.0800  Wood Sawyer, Hand",
,"7523.0900  Moulder, Wood",
,7523.1000  Mortiser Operator,
,7523.1100,Tennoning Machine Operator
,7523.1200,Jointer Machine Operator
,7523.1300,Driller Wood
,7523.1400,Dowell Machine Operator
,7523.1500  Wood Wool Machine Operator,
,"7523.1600  Wood Carver, Machine",
,7523.1700,Fret Saw Machine Operator
,7523.1800,Sander Operator
,,7523.9900  Wood Working Machine Setters and Setter
,,"Operators, Others"
Group,753,Garment and Related Trades Workers
Family,7531,"Tailors, Dressmakers, Furriers and Hatters"
,7531.0100,"Tailor, General"
,,NCO 2015
,7531.0101,Sampling Tailor
,7531.0200,Dressmaker/Ladies Dressmaker
,7531.0300,Coat Maker
,7531.0400,Trouser Maker
,7531.0500,Shirt Maker
,7531.0700,"Hat Maker, General"
,7531.0900,Cap Maker
,7531.1000  Wig Maker,
,7531.1200,"Tailor, Fur"
,7531.1300,"Pattern Maker, Fur"
,7531.1400,"Grader and Matcher, Fur"
,7531.1500,"Cutter, Fur"
,7531.1600,"Nailor, Fur"
,7531.9900,"Tailors, Dressmakers, Furriers and Hatters,"
,,Other
Family,7532,Garment and Related Pattern Makers and
,,Cutters
,7532.0100,Designer (Garment)
,7532.0200,"Designer, Leather Articles"
,7532.0300,Case Finisher (Leather Product)
,7532.0500,"Frame Maker, Cap"
,7532.0600  Master Cutter (Garment),
,7532.0700,"Cutter, Hand (Textile Product)"
,,NCO 2015
,7532.0900,"Cutter, Machine (Textile Product)"
,7532.0901,Garment Cutter (CAM)
,7532.0902,"Advance Pattern Maker, Garment"
,,(CAD/CAM)
,7532.0903,Layerman
,7532.1000,"Cutter, Garment (Leather)"
,7532.1001,"Cutter, Goods and Garments (Leather)"
,7532.1100,"Cutter, Gloves (Leather)"
,7532.1200,Button Hole Maker
,7532.1300,Cutter Tent
,7532.9900,Garment and Related Pattern Makers and
,,"Cutters, Other"
Family,7533,"Sewing, Embroiderers and Related"
,,Workers
,7533.0100,"Sewer, Hand"
,7533.0201,"Hand Embroiderer, General"
,7533.0300,"Hand Embroiderer, Zari/Hand Embroider,"
,,Traditional Crafts
,7533.0600,Darner
,7533.0700,"Sewer, Tent (Hand)"
,7533.0800,Umbrella Maker
,7533.0900,Umbrella Examiner
,7533.1000,Sail and Awning Maker
,7533.1100,"Tailor, Tent (Machine)"
,,NCO 2015
,7533.1200,Doll Maker
,7533.9900,"Sewers, Embroiderers and Related Workers,"
,,Other
Family,7534,Upholsterers and Related Workers
,7534.0100,"Upholsterer, Furniture"
,7534.0200,"Upholsterer, Orthopaedic Appliances"
,7534.0300,"Upholsterer, Vehicle"
,7534.0400,Cushion Maker
,7534.0500  Mattress Maker (Spring),
,7534.9900,"Upholsterers and Related Workers, Other"
Family,7535,"Pelt Dressers, Tanners and Fellmongers"
,7535.0100,"Sorter, Hides and Skin"
,7535.0200,Flayer
,7535.0300,"Lime Pitman, Leather"
,7535.0400,"Dehairer, Hand"
,7535.0500,"Flesher, Hand"
,7535.0600,Delimer
,7535.0700,"Scudder, Hand"
,7535.0900,"Fluffer, Hand"
,7535.1000,"Staker, Hand"
,7535.1100,Bark Pitman (Tanning)
,7535.1200,Drum Man (Tanning)
,,NCO 2015
,7535.1300,"Leather, Currier"
,7535.1400,"Dyer, Leather"
,7535.1500,"Embosser, Leather"
,7535.1600,"Seasoner, Leather"
,7535.1700,"Pelt Dresser, General"
,7535.1800,Pelt Grader
,7535.1900,Pelt Flesher
,7535.2000,Pelt Plucker and Trimmer
,7535.2100,"Pelt Dyer, Hand"
,7535.2200,"Pelt, Stitcher"
,7535.9900,"Pelt Dressers, Tanners and Fell Mongers,"
,,Other
Family,7536,Shoemakers and Related Workers
,7536.0100,"Shoemaker, Hand"
,7536.0200,"Shoemaker, Orthopaedic"
,7536.0300,"Shoe Repairer, Cobbler/Shoemaker Cobbler"
,7536.0400,Pattern Maker (Footwear)
,7536.0500,"Cutter, Hand"
,7536.0600,"Skiver, Hand (Footwear)"
,7536.0800,"Laster, Hand"
,7536.1200,Counter Moulder
,7536.1500,"Sole Stitcher, Hand"
,,NCO 2015
,7536.1600,"Heel Attacher, Hand (Footwear)"
,7536.1700,"Trimmer, Hand"
,7536.1800,Harness Maker
,7536.1900,Saddler
,7536.2000,"Leather Cutter, Hand"
,7536.2100,"Stitcher, Hand"
,7536.2200,"Assembler, Hand"
,7536.2300,Suitcase Maker
,7536.2400,Purse Maker
,7536.2500  Whip Maker,
,7536.2600,Belt Maker
,7536.2700,Horn Comb Maker (Hand)
,7536.9900,"Shoemaker and Related Workers, Other"
Group,754,Other Craft and Related Workers
Family,7541,Underwater Divers
,7541.0100,"Diver, Pearl"
,7541.0200,"Diver, Chank"
,7541.0300,Coral Breaker
,7541.0400,Shell Gatherer
,7541.0500,Seaweed Gatherer
,7541.0600,Dress Diver
,7541.0700,Skin Diver
,,NCO 2015
,7541.9900,"Underwater Divers, Other"
Family,7542,Shotfirers and Blasters
,7542.0100,Shotfirer
,7542.0101,Person Handling Explosives
,7542.0200,Safety Lamp Checker
,7542.0300,"Cobber, Mica"
,7542.0400,"Sickle Dresser, Mica"
,7542.0500,"Screener, Mica"
,7542.0600,"Knife Dresser, Mica"
,7542.0700,"Film Splitter, Mica"
,7542.0800,Deep Cell Attendant
,7542.9900,"Shotfirers and Blasters, Other"
Family,7543,Product Graders and Testers (Excluding
,,Food and Beverages)
,7543.0101,Cloth Examiner/Fabric Checker
,7543.0201,QC Executive – Sewing Line
,7543.0202,Quality Assessor
,7543.0300,"Examiner, (Footwear)/Quality Controller"
,7543.0301  Measurement Checker,
,7543.0302,Inline Checker
,7543.0400,"Examiner, Dry Cleaning/Fabric Inspection"
,,Operator
,7543.0500,"Examiner, Wood Working"
,NCO 2015,
7543.0701,Incoming QC Technician,
7543.0702,Final Product QC Technician,
7543.0801,Functional Tester,
7543.0802,Performance Tester,
7543.0803,Reliability Tester,
7543.0804,Safety Testing Technician,
7543.0901,Functional Tester – Medical Devices,
7543.1001,Functional Tester – RAC,
7543.1002,Functional Tester – TV,
7543.1003,Safety Testing Technician – TV,
7543.1004,Safety Testing Technician – RACW,
7543.1005,Performance Tester – RACW,
7543.1006,Performance Tester – TV,
7543.1101,Testing Technician,
7543.2001,"Quality Inspector – Forged, Casted or",
,Machined Components,
7543.3001,Quality Control Inspector – Calendering,
7543.3002,Quality Control Inspector – Dimension,
,Check,
7543.3003,Quality Control Inspector – Extrusion,
7543.3004,Quality Control Inspector – Statistical,
,Process Control,
7543.3005,Quality Control Inspector – Visual,
,Inspection,
,,NCO 2015
,7543.4001,Factory Compliance Auditor
,7543.5001,Sampling Co-Ordinator
,7543.9900,"Product Graders and Testers, Others"
Family,7544,Fumigators and Other Pest and Weed
,,Controllers
Family,7549,Craft and Related Workers Not Elsewhere
,,Classified
,,NCO 2015
Division,8,"Plant and Machine Operators, and"
,,Assemblers
Sub-,81,Stationary Plant and Machine Operators
Division,,
Group,811,Mining and Mineral Processing Plant
,,Operators
Family,8111,Miners and Quarriers
,"8111.0100  Miner, Coal Cutting Machine",
,8111.0200,"Driller, Machine"
,8111.0300  Wagon Driller,
,8111.0400,Diamond Driller
,8111.0401,Rig Mouted Drill Operator
,8111.0500,Pick Miners
,"8111.0600  Miner, Metal",
,"8111.0700  Miner, Mica",
,"8111.0800  Miner, Coal",
,8111.0900,"Quarryman, Stone/Quarryman, Non-Metal"
,8111.1000,"Quarryman, Other"
,8111.1100  Main Header Colliery,
,8111.1200,"Stone Cutter, Mines"
,8111.1300,"Roof Bolter, Mining"
,,8111.1400  Mine Cutting and Channelling Machine
,,Operator
,8111.1500,"Timberman, Mines"
,,NCO 2015
,8111.1600,"Creeperman, Colliery"
,8111.1700,Stowing Worker
,8111.1800,"Packer, Rock"
,8111.1900,"Sampler, Mining/Sampler Metal/Non-Metal"
,8111.2000,"Groove Cutter, Mining"
,8111.2100,Bratticeman
,8111.2200,"Driller, Hand"
,8111.2300,Shaft Worker
,8111.2400,Banksman
,8111.2500,Jackman
,8111.2600,"Scraper Driver, Mines"
,8111.2601,Sprinkler and Other Vehicle Driver
,8111.2700,"Shovel Operator, Mines"
,8111.2800,"Trammer, Mines"
,8111.2901  Wire Saw Operator,
,,"8111.9900  Mines, Quarrymen and Related Workers,"
,,Other
,8112,Mineral and Stone Processing Plant
,,Operators
Family,8112.0100,"Crusher Operator, Mineral"
,8112.0200,Pulveriser Operator
,8112.0300,Stamp Mill Operator
,8112.0400,Cynideman
,,NCO 2015
,8112.0500,Precipitator
,8112.0600  Washing Plant Operator,
,8112.0700,"Stone Sawyer, Machine"
,8112.0800,"Stone Cutter, Machine"
,8112.0900,"Stone Polisher, Machine"
,8112.1000,"Pipe Machineman, Stoneware"
,8112.1100,"Thread Cutting Machine Operator,"
,,Stoneware
,8112.1200,Cone Operator (Mine & Quarry)
,,8112.9900  Mineral and Stone Processing Plant
,,"Operators, Other"
Family,8113,Well Drillers and Borers and Related
,,Workers
,"8113.0100  Well Drillers, Petroleum and Gas",
,8113.0200,Derrickman
,8113.0300  Mudman,
,8113.0400,Cementer
,8113.0500  Well Puller,
,8113.0600,Scaperman
,8113.0700,Gauger
,"8113.0800  Well Driller, Machine (Other than",
,,Petroleum and Gas)
,,8113.9900  Well Drillers and Borers and Related
,,"Workers, Other"
,,NCO 2015
Family,8114,"Cement, Stone and Other Mineral Products"
,,Machine Operators
,8114.0100,Polishing Machine Operator (Mosaic)
,8114.0200,Batching and Mixing Plant Operator
,,(Construction)
,8114.0300,Concrete Mixer Operator
,8114.0500,Cast Stone Maker
,8114.0600,Lead Brush Maker (Abrasive Wheel)
,8114.0700,Fettler (Brick & Tile)
,8114.9900,Cement and Other Mineral Products
,,"Machine Operators, Other"
Group,812,Metal Processing and Finishing Plant
,,Operators
Family,8121,Metal Processing Plant Operators
,8121.0300,"Larry Car Driver, Furnace"
,8121.2300,Shearing and Upcoiler Operator (Non-
,,Ferrous Metal)/Coil Operator
,8121.2400,Flattening Machine and Flying Shear
,,Operator (Non-Ferrous Metal)
,8121.2500,Slitting Machine Operator (Non-Ferrous
,,Metal)
,8121.2700,"Roller, Second Hand, Strip Mill (Non-Ferrous"
,,Metal)
,8121.3000,"Charger, Reveraberatory, Pulverised Coal"
,,Fired/Reverberatory Furnace Operator
,"8121.3100  Melter Reveraberatory – Furnace,",
,,Pulverised Coal Fired/Reverberatory
National Classification of Occupations – 2015,,
,,NCO 2015
,,Furnace Operator
,8121.3300,Slag Flusher
,8121.3301,Casting or Foundry Assistant/Helper
,8121.3701,Heat Treating Furnace Operator
,8121.3801,Assistant Casting Technician
,8121.4200,Die Casting Machine Operator
,8121.4201,Pressure Die Casting (PDC) Operator
,8121.4300,Casting Machine Operator (Non-Ferrous
,,Metal)
,8121.4400,Casting – Operator Helper (Non-Ferrous
,,Metal)
,8121.4500,Spun Pipe Machine Operator
,8121.4600,"Core Maker, Machine"
,8121.4700,"Annealer, Metal"
,8121.4800,"Hardener, Metal"
,8121.4900,"Temperer, Metal"
,8121.5200,"Looper, Metal Drawing"
,8121.5500,Seamless Pipe and Tube Drawers
,8121.5600,Extrusion Press Operator
,8121.5800  Metal Drawing Operatives,
,,"8121.9900  Metal Processing Plant Operators, Other"
Family,8122,"Metal Finishing, Plating and Coating"
,,Machine Operators
,NCO 2015,
8122.0100,Electroplater,8223.10
8122.0101,Surface Treatment Technician,
8122.2000,"Enameller, Chemical",8223.20
8122.3000,Reeling Machine Operator,8223.30
8122.3500,"Galvanizer/Operator – Electroplating,",8223.35
,Galvanising,
8122.5500  Metal Sprayer,,8223.55
8122.6000,"Sample Checker, Metal Making",8223.60
8122.6200,Shot Blaster,8223.62
8122.6700,Picker,8223.67
8122.6900,"Hardness Tester, Metal",8223.69
8122.7000,Speeder Machine Operator (Abrasive,8223.70
,Wheel),
8122.7100,Sizing Machine Operator (Abrasive Wheel),8223.71
8122.7200,Abrasive Coated Cloth and Papermaker,8223.72
8122.7300,Skiving Machine Operator (Abrasive),8223.73
8122.7400,Belt Press Operator (Abrasive),8223.74
8122.7500,Roll Winding Machine Operator (Abrasive),8223.75
8122.7600,Sheet Cutter (Abrasive),8223.76
